meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,mode,centroid,meanfun,label
0.061122679831272266,0.056103016855539964,0.036556760051949425,0.023509767022714623,0.07944816984282647,0.05593840282011185,6.702182157615024,67.04200734716979,0.022953165999628933,0.061122679831272266,0.1280000000000037,male
0.037355134483664836,0.04202088724982405,0.020463729901693845,0.011750881316098707,0.04387951047548078,0.032128629159382076,7.585610341331693,84.16600532297714,0.013533575993809291,0.03735513448366484,0.146,male
0.06272451681761833,0.04965019659369671,0.051907250889679714,0.027885898576512455,0.07990435943060498,0.05201846085409252,4.317570158433764,28.45108464382385,0.030110097864768683,0.06272451681761833,0.1279999999999989,male
0.06589939611670359,0.056687251119514774,0.049756944444444444,0.022916666666666665,0.09755208333333333,0.07463541666666666,4.191512062938098,28.444658658322044,0.02800347222222222,0.0658993961167036,0.127999999999998,male
0.12322723743992466,0.1312233278343288,0.049841601565739496,0.022607022607022607,0.2389079630458941,0.2163009404388715,14.7074340783142,717.1186216723451,0.0,0.12322723743992467,0.13100000000000037,female
0.07970560882633383,0.055418974222524654,0.06369519589552239,0.03311567164179104,0.12091884328358209,0.08780317164179105,4.605756467740095,34.69993262243313,0.017257462686567165,0.07970560882633383,0.12800000000000042,female
0.07872680143514421,0.05475436598889418,0.057085771371485655,0.035500214071642645,0.11691879549022406,0.08141858141858141,4.305980479670968,28.685798038320723,0.027365491651205935,0.07872680143514421,0.127,female
0.06940921964314382,0.0608647403373339,0.04761529489644738,0.026589540711786402,0.0894303817419538,0.06284084103016739,3.5720977781582035,19.694377007559023,0.029237461778520317,0.06940921964314382,0.12800000000000153,female
0.06779219903629319,0.05412060461989543,0.05344043427230047,0.02296068075117371,0.09683098591549295,0.07387030516431925,8.985042146020108,160.16524324023231,0.01137030516431925,0.0677921990362932,0.12800000000000036,female
0.06293582537884082,0.0519117907724514,0.04515367276110057,0.031128126229918777,0.07758774911445847,0.04645962288453969,11.61896598744796,244.39928782505874,0.0,0.0629358253788408,0.12699999999999945,female
0.11514352203254488,0.11693352580296755,0.06337209302325582,0.017835708927231807,0.21475993998499626,0.19692423105776447,6.470282189682158,57.69514781219618,0.008833458364591148,0.11514352203254491,0.12800000000000042,female
0.0836097961780081,0.06368680386251278,0.06310420440461435,0.03022213747735723,0.13432167032128897,0.10409953284393174,4.588422784331951,40.49025236088289,0.0,0.08360979617800811,0.12799999999999773,female
0.0640900266119996,0.056465258667438435,0.042397103658536585,0.018454649390243903,0.10080030487804878,0.08234565548780487,8.292059969475234,102.63831099911734,0.010680259146341464,0.06409002661199958,0.12800000000000047,female
0.07589513990897345,0.054248460483735945,0.06458509290540541,0.023041596283783786,0.1198532516891892,0.09681165540540541,10.41644173467736,214.5694611106704,0.00997677364864865,0.07589513990897347,0.12599999999999978,female
0.08900031212789825,0.060301586854256906,0.08083017975402082,0.03453169347209082,0.1336329233680227,0.0991012298959319,3.3208922950021256,21.935212999405845,0.0,0.08900031212789825,0.12099999999999868,female
0.1102234346735329,0.1182132287247834,0.05488049809198634,0.014628104706433689,0.19865100087032203,0.18402289616388834,6.906674731546114,76.78279611861375,0.0041842404766686755,0.11022343467353292,0.12799999999999861,female
0.07246952778077893,0.05722478914629282,0.054105718085106384,0.028354942375886524,0.10063441932624113,0.07227947695035461,4.457434984495287,31.06144189456789,0.01739804964539007,0.07246952778077896,0.12600000000000147,female
0.09343937461984074,0.0683422313017135,0.06952811244979919,0.036081827309236945,0.15433609437751003,0.11825426706827308,3.153738936354994,18.467690370205844,0.020582329317269075,0.09343937461984071,0.1279999999999996,female
0.06428766028199796,0.0487621632328655,0.044325500954198474,0.02194656488549618,0.0969555104961832,0.07500894561068702,10.16383623190508,190.27778091408211,0.020530176526717556,0.06428766028199796,0.12800000000000042,female
